Symbol,Industry,Price,Previous Close,Volume average,Last trade time
AIMFINITY INVESTMENT I UNT (XNAS:AIMAU),#FIELD!,9.9,9.99,146,9/29/2022 14:14
ALTRA INDUSTRIAL MOTION CORP. (XNAS:AIMC),"Machinery, Equipment & Components",34.96,36.23,216071,7/10/2022 22:25
"Ainos, Inc. (XNAS:AIMD)",Biotechnology & Medical Research,1.6,1.77,1487444,7/10/2022 23:39
ALBANY INTERNATIONAL CORP. (XNYS:AIN),"Machinery, Equipment & Components",83.35,83.48,118285,7/10/2022 23:00
ASHFORD INC. (XNYS:AINC),Investment Banking & Investment Services,15.81,16.52,13873,7/10/2022 20:10
Vrts Art Intell & Tech O (XNYS:AIO),#FIELD!,15.89,16.3,124740,7/10/2022 23:00
"ARTERIS, INC. (XNAS:AIP)",Software & IT Services,6.09,6.53,148901,7/10/2022 22:24
AAR CORP. (XNYS:AIR),Aerospace & Defense,38.28,38.12,328365,7/10/2022 23:00
Apartment Income REIT Corp. (XNYS:AIRC),Residential & Commercial REIT,36.01,37.12,943196,7/10/2022 23:00
"AIRGAIN, INC. (XNAS:AIRG)",Communications & Networking,7.1,7.13,28349,7/10/2022 22:24
AIR INDUSTRIES GROUP (XNYS:AIRI),Aerospace & Defense,0.56,0.56,59315,8/10/2022 0:00
Airsculpt Technologies Inc (XNAS:AIRS),Healthcare Providers & Services,6.62,6.99,100618,7/10/2022 22:24
"AIR T, INC. (XNAS:AIRT)",Freight & Logistics Services,19,20.29,15565,7/10/2022 20:00
Air T Funding (XNAS:AIRTP),#FIELD!,21.05,22.5,894,7/10/2022 20:00
"APPLIED INDUSTRIAL TECHNOLOGIES, INC. (XNYS:AIT)","Machinery, Equipment & Components",107.9,110.26,179254,7/10/2022 23:00
Meta Data Limited (XNYS:AIU),Miscellaneous Educational Service Providers,1.08,1.1,56932,7/10/2022 23:30
APARTMENT INVESTMENT AND MANAGEMENT COMPANY (XNYS:AIV),Residential & Commercial REIT,7.1,7.36,1622479,7/10/2022 23:00
"ASSURANT, INC. (XNYS:AIZ)",Insurance,147.69,149.93,383573,7/10/2022 23:00
"ASSURANT, INC. (XNYS:AIZN)",Insurance,20.84,21.23,12894,7/10/2022 23:00
ARTHUR J. GALLAGHER & CO. (XNYS:AJG),Insurance,174.31,179.1,1056818,7/10/2022 23:00
"AEROJET ROCKETDYNE HOLDINGS, INC. (XNYS:AJRD)",Aerospace & Defense,41.01,41.06,530565,7/10/2022 23:35
GREAT AJAX CORP. (XNYS:AJX),Residential & Commercial REIT,7.62,7.86,77977,7/10/2022 23:00
GREAT AJAX CORP. (XNYS:AJXA),Residential & Commercial REIT,24.2,24.35,5271,7/10/2022 23:00
A.K.A. BRANDS HOLDING CORP. (XNYS:AKA),Specialty Retailers,1.37,1.47,275915,7/10/2022 23:00
"AKAMAI TECHNOLOGIES, INC. (XNAS:AKAM)",Software & IT Services,82.08,84.44,1736661,7/10/2022 22:02
"AKEBIA THERAPEUTICS, INC. (XNAS:AKBA)",Biotechnology & Medical Research,0.3,0.33,1610265,7/10/2022 23:07
Sports Ventures Acquisition Corp (XNAS:AKIC),Holding Companies,9.98,9.96,109593,6/10/2022 20:00
SPORTS VENTURES ACQ UNT (XNAS:AKICU),#FIELD!,9.97,9.96,911,7/10/2022 18:36
"AKILI, INC. (XNAS:AKLI)",Healthcare Equipment & Supplies,2.27,2.51,251550,7/10/2022 22:16
AKORA RESOURCES LIMITED (XASX:AKO),Metals & Mining,0.2,0.2,55930,7/10/2022 8:00
ACADIA REALTY TRUST (XNYS:AKR),Residential & Commercial REIT,12.47,12.79,658848,7/10/2022 23:00
"Akero Therapeutics, Inc. (XNAS:AKRO)",Biotechnology & Medical Research,38.13,39.26,3111240,7/10/2022 23:53
"AKOUSTIS TECHNOLOGIES, INC. (XNAS:AKTS)",Electronic Equipment & Parts,2.83,2.96,423256,7/10/2022 22:29
"AKARI THERAPEUTICS, PLC (XNAS:AKTX)",Biotechnology & Medical Research,0.57,0.62,121573,7/10/2022 23:10
Akumin Inc. (XNAS:AKU),Healthcare Providers & Services,1.82,1.92,233853,7/10/2022 20:00
"AKOUOS, INC. (XNAS:AKUS)",Biotechnology & Medical Research,6.83,7.18,128290,7/10/2022 23:43
"AKOYA BIOSCIENCES, INC. (XNAS:AKYA)",Healthcare Equipment & Supplies,11.81,12.68,212929,7/10/2022 21:26
AIR LEASE CORPORATION (XNYS:AL),Professional & Commercial Services,32.36,32.87,554534,7/10/2022 23:00
ALBEMARLE CORPORATION (XNYS:ALB),Chemicals,272.53,280.94,1363422,7/10/2022 23:50
"ALBIREO PHARMA, INC. (XNAS:ALBO)",Biotechnology & Medical Research,20.59,20.63,514064,7/10/2022 21:33
Alcon Inc. (XNYS:ALC),Healthcare Equipment & Supplies,58.54,60.28,994344,7/10/2022 23:22
ALTC ACQUISITION CORP. (XNYS:ALCC),Holding Companies,9.75,9.73,38223,7/10/2022 23:00
"ALICO, INC. (XNAS:ALCO)",Food & Tobacco,27.79,28.2,47760,7/10/2022 20:01
"ALDEYRA THERAPEUTICS, INC. (XNAS:ALDX)",Biotechnology & Medical Research,5.34,5.48,438177,7/10/2022 23:20
"ALLETE, Inc. (XNYS:ALE)",Electrical Utilities & IPPs,48.41,49.72,322895,7/10/2022 23:00
"ALECTOR, INC. (XNAS:ALEC)",Biotechnology & Medical Research,8.68,9.13,627193,7/10/2022 23:55
"ALEXANDER & BALDWIN, INC. (XNYS:ALEX)",Residential & Commercial REIT,16.85,17.48,331474,7/10/2022 23:00
Alfi Inc (XNAS:ALF),Software & IT Services,0.88,0.91,50977,7/10/2022 22:39
ALAMO GROUP INC. (XNYS:ALG),"Machinery, Equipment & Components",132.84,133.53,41505,7/10/2022 23:00
"ALLEGRO MICROSYSTEMS, INC (XNAS:ALGM)",Semiconductors & Semiconductor Equipment,23.11,23.91,617050,7/10/2022 20:14
"ALIGN TECHNOLOGY, INC. (XNAS:ALGN)",Healthcare Equipment & Supplies,211.58,222.36,915907,7/10/2022 23:54
Aligos Therapeutics Inc (XNAS:ALGS),Biotechnology & Medical Research,1.08,1.11,83905,7/10/2022 20:02
ALLEGIANT TRAVEL COMPANY (XNAS:ALGT),Passenger Transportation Services,68.3,73.65,276242,7/10/2022 23:19
"ALIGNMENT HEALTHCARE, INC. (XNAS:ALHC)",Healthcare Providers & Services,11.66,12.13,1194524,7/10/2022 20:10
"ALIMERA SCIENCES, INC. (XNAS:ALIM)",Pharmaceuticals,5.77,6.12,8106,7/10/2022 20:21
"ALIGHT, INC. (XNYS:ALIT)",Software & IT Services,7.99,8.21,1841058,7/10/2022 23:00
"ALASKA AIR GROUP, INC. (XNYS:ALK)",Passenger Transportation Services,41.49,42.46,1555675,7/10/2022 23:00
ALKERMES PUBLIC LIMITED COMPANY (XNAS:ALKS),Biotechnology & Medical Research,22.13,22.81,1316235,7/10/2022 23:58
"ALKAMI TECHNOLOGY, INC. (XNAS:ALKT)",Software & IT Services,15.64,16.19,368963,7/10/2022 20:00
ALLEGION PUBLIC LIMITED COMPANY (XNYS:ALLE),Communications & Networking,92.42,94.41,894804,7/10/2022 23:00
Allego NV (XNYS:ALLG),"Machinery, Equipment & Components",4.63,4.62,469719,7/10/2022 23:49
ALLAKOS INC. (XNAS:ALLK),Biotechnology & Medical Research,6.47,6.97,2807170,7/10/2022 23:24
"ALLOGENE THERAPEUTICS, INC. (XNAS:ALLO)",Biotechnology & Medical Research,10.36,10.96,1947989,7/10/2022 21:03
"ALLARITY THERAPEUTICS, INC. (XNAS:ALLR)",Biotechnology & Medical Research,1.04,1.1,124515,7/10/2022 20:31
ALLOT LTD (XNAS:ALLT),Hotels & Entertainment Services,3.76,4.01,109761,7/10/2022 20:00
ALLY FINANCIAL INC. (XNYS:ALLY),Banking Services,29.11,30.3,4387021,7/10/2022 23:46
"ALNYLAM PHARMACEUTICALS, INC. (XNAS:ALNY)",Biotechnology & Medical Research,195.81,202.37,1147959,7/10/2022 20:51
ALSP Orchid Acquisition Corporation I (XNAS:ALOR),Holding Companies,10.04,10.04,73495,7/10/2022 20:00
"AstroNova, Inc. (XNAS:ALOT)","Computers, Phones & Household Electronics",11.58,11.84,7279,7/10/2022 20:00
ALPHA HEALTHCARE ACQUISITION CORP. III (XNAS:ALPA),Holding Companies,9.75,9.74,6347,7/10/2022 20:00
ALPHA HEALTHCARE ACQUISITIN III UNT (XNAS:ALPAU),#FIELD!,9.76,9.74,2863,7/10/2022 20:00
"ALPINE IMMUNE SCIENCES, INC. (XNAS:ALPN)",Biotechnology & Medical Research,6.83,7.08,129787,7/10/2022 20:01
"ALPINE 4 HOLDINGS, INC. (XNAS:ALPP)",Consumer Goods Conglomerates,0.54,0.56,442335,7/10/2022 23:39
"Alpine Summit Energy Partners, Inc. (XNAS:ALPS)",Holding Companies,5.66,5.61,39477,7/10/2022 23:03
ALERISLIFE INC (XNAS:ALR),Healthcare Providers & Services,0.95,1,134865,7/10/2022 20:00
"ALARM.COM HOLDINGS, INC. (XNAS:ALRM)",Software & IT Services,62.08,64.61,255132,7/10/2022 20:10
"AILERON THERAPEUTICS, INC. (XNAS:ALRN)",Biotechnology & Medical Research,0.25,0.25,1388742,7/10/2022 23:31
ALERUS FINANCIAL CORPORATION (XNAS:ALRS),Banking Services,22.06,22.46,47191,7/10/2022 20:01
Alpha Star Acquisition Corporation (XNAS:ALSA),Holding Companies,10.09,10.09,16488,7/10/2022 20:00
ALPHA STAR ACQUISITION UNT (XNAS:ALSAU),#FIELD!,10.15,10.26,797,3/10/2022 20:00
"ALLISON TRANSMISSION HOLDINGS, INC. (XNYS:ALSN)","Machinery, Equipment & Components",35.18,35.42,925965,7/10/2022 23:00
"ALTIMMUNE, INC. (XNAS:ALT)",Biotechnology & Medical Research,10.46,11.28,4117247,7/10/2022 23:56
ALTA EQUIPMENT GROUP INC. (XNYS:ALTG),"Machinery, Equipment & Components",11.04,11.31,106204,7/10/2022 23:00
"ALTO INGREDIENTS, INC. (XNAS:ALTO)",Renewable Energy,3.68,3.81,2429341,7/10/2022 22:34
ALTAIR ENGINEERING INC. (XNAS:ALTR),Software & IT Services,47.76,48.76,244152,7/10/2022 20:01
Altitude Acquisition Corp (XNAS:ALTU),Holding Companies,10.04,10.1,29924,7/10/2022 23:03
"AUTOLIV, INC. (XNYS:ALV)",Automobiles & Auto Parts,72.91,74.18,741291,7/10/2022 23:00
Alvotech SA (XNAS:ALVO),Biotechnology & Medical Research,6.69,6.79,32785,7/10/2022 20:00
"ALLOVIR, INC. (XNAS:ALVR)",Biotechnology & Medical Research,8.72,9.01,387407,7/10/2022 20:34
"ALEXANDER'S, INC. (XNYS:ALX)",Residential & Commercial REIT,207,209.63,9702,7/10/2022 23:48
ALX ONCOLOGY HOLDINGS INC. (XNAS:ALXO),Biotechnology & Medical Research,10.01,10.53,150221,7/10/2022 22:03
Alithya Group Inc. (XNAS:ALYA),Software & IT Services,1.83,1.99,10170,7/10/2022 20:00
"ALZAMEND NEURO, INC. (XNAS:ALZN)",Biotechnology & Medical Research,1.39,1.41,889159,7/10/2022 23:20
ANTERO MIDSTREAM CORPORATION (XNYS:AM),Oil & Gas Related Equipment and Services,9.78,9.86,3590502,7/10/2022 23:09
Amalgamated Bank (XNAS:AMAL),Banking Services,22.78,22.73,239773,7/10/2022 20:22
AMBRX BIOPHARMA INC. (XNYS:AMAM),Biotechnology & Medical Research,1.12,1.21,30205,7/10/2022 23:00
AMERICAN ACQUISITION OPPORTUNITY INC. (XNAS:AMAO),Holding Companies,10.22,10.22,14055,6/10/2022 20:00
"APPLIED MATERIALS, INC. (XNAS:AMAT)",Semiconductors & Semiconductor Equipment,82.6,88.12,7176762,7/10/2022 23:57
AMBARELLA INC (XNAS:AMBA),Semiconductors & Semiconductor Equipment,58.8,62.66,664741,7/10/2022 23:49
"AMBAC FINANCIAL GROUP, INC. (XNYS:AMBC)",Insurance,14.8,12.8,347501,7/10/2022 23:58
AMBOW EDUCATION HOLDING LTD. (XNYS:AMBO),"School, College & University",0.28,0.28,23126,7/10/2022 23:06
Ardagh Metal Packaging SA (XNYS:AMBP),Containers & Packaging,4.87,4.99,2045954,7/10/2022 23:51
"AMC ENTERTAINMENT HOLDINGS, INC. (XNYS:AMC)",Hotels & Entertainment Services,6.53,7.12,26206359,8/10/2022 0:00
AMCI ACQUISITION CORP. II (XNAS:AMCI),Holding Companies,9.75,9.79,12257,7/10/2022 20:00
AMCI ACQUISITION II UNT (XNAS:AMCIU),#FIELD!,10,10.69,14,4/10/2022 20:00
Amcor plc (XNYS:AMCR),Containers & Packaging,10.78,11.07,7589558,7/10/2022 23:00
AMC NETWORKS INC. (XNAS:AMCX),Media & Publishing,21.12,21.51,397558,7/10/2022 20:01
"ADVANCED MICRO DEVICES, INC. (XNAS:AMD)",Semiconductors & Semiconductor Equipment,58.44,67.85,80959725,7/10/2022 23:59
"AMETEK, INC. (XNYS:AME)","Machinery, Equipment & Components",116.29,119.71,1047259,7/10/2022 23:00
"AMEDISYS, INC. (XNAS:AMED)",Healthcare Providers & Services,94.32,97.16,368470,7/10/2022 20:26
"APOLLO MEDICAL HOLDINGS, INC. (XNAS:AMEH)",Healthcare Providers & Services,35.45,39.14,274541,7/10/2022 20:26
"AFFILIATED MANAGERS GROUP, INC. (XNYS:AMG)",Investment Banking & Investment Services,118.33,120.42,277967,7/10/2022 23:00
AMGEN INC. (XNAS:AMGN),Pharmaceuticals,229.03,230.94,2609230,7/10/2022 23:43
AMERICAN HOMES 4 RENT (XNYS:AMH),Residential & Commercial REIT,31.88,32.99,2486382,7/10/2022 23:00
"AssetMark Financial Holdings, Inc. (XNYS:AMK)",Investment Banking & Investment Services,18.67,19.24,78980,7/10/2022 23:00
"AMKOR TECHNOLOGY, INC. (XNAS:AMKR)",Semiconductors & Semiconductor Equipment,17.92,18.87,775191,7/10/2022 21:06
"AMYLYX PHARMACEUTICALS, INC. (XNAS:AMLX)",Pharmaceuticals,32.46,32.82,2545275,7/10/2022 23:00
"AMN HEALTHCARE SERVICES, INC. (XNYS:AMN)",Healthcare Providers & Services,111.25,111.66,614738,7/10/2022 23:00
AMERICAN NATIONAL BANKSHARES INC. (XNAS:AMNB),Banking Services,33.21,33.2,14139,7/10/2022 20:01
ALLIED MOTION TECHNOLOGIES INC. (XNAS:AMOT),"Machinery, Equipment & Components",26.9,28.51,38555,7/10/2022 20:01
America Mobile (XNYS:AMOV),Telecommunications Services,16.33,16.23,3682,7/10/2022 23:00
"AMERIPRISE FINANCIAL, INC. (XNYS:AMP)",Investment Banking & Investment Services,271.86,275.03,521606,7/10/2022 23:00
"AMPIO PHARMACEUTICALS, INC. (OTCM:AMPE)",Biotechnology & Medical Research,0.02,0.02,11628340,7/10/2022 21:45
"AMPLITECH GROUP, INC. (XNAS:AMPG)",Communications & Networking,2.02,1.98,27922,7/10/2022 20:00
AMPHASTAR PHARMACEUTICALS INC (XNAS:AMPH),Pharmaceuticals,29.04,28.86,282771,7/10/2022 20:02
"ADVANCED MERGER PARTNERS, INC. (XNYS:AMPI)",Holding Companies,9.87,9.85,93957,7/10/2022 23:00
"AMPLITUDE, INC. (XNAS:AMPL)",Software & IT Services,15.89,17.5,453103,7/10/2022 23:50
"Altus Power, Inc. (XNYS:AMPS)",Electrical Utilities & IPPs,10.39,10.97,1466650,7/10/2022 23:51
"AMPRIUS TECHNOLOGIES, INC. (XNYS:AMPX)","Machinery, Equipment & Components",6.99,8.06,,7/10/2022 23:30
Amplify Energy Corp (XNYS:AMPY),Oil & Gas,8.8,9.05,599627,7/10/2022 23:32
"ALPHA METALLURGICAL RESOURCES, INC. (XNYS:AMR)",Metals & Mining,150.39,153.92,426340,7/10/2022 23:49
"AMERESCO, INC. (XNYS:AMRC)",Renewable Energy,61.71,65.8,317648,7/10/2022 23:57
"A-MARK PRECIOUS METALS, INC. (XNAS:AMRK)",Metals & Mining,28.22,29.24,230488,7/10/2022 20:01
AMARIN CORPORATION PLC (XNAS:AMRN),Biotechnology & Medical Research,1.24,1.28,3424696,7/10/2022 21:22
"AMYRIS, INC. (XNAS:AMRS)",Chemicals,2.87,3.16,6800603,7/10/2022 23:11
"AMNEAL PHARMACEUTICALS, INC. (XNYS:AMRX)",Pharmaceuticals,2.13,2.22,1059860,7/10/2022 23:00
AMERICAN SHARED HOSPITAL SERVICES (XNYS:AMS),Professional & Commercial Services,2.6,2.68,7909,8/10/2022 0:00
AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),"Machinery, Equipment & Components",4.31,4.53,231968,7/10/2022 21:03
"AMERISAFE, INC (XNAS:AMSF)",Insurance,46.14,46.81,65976,7/10/2022 20:01
AMESITE INC. (XNAS:AMST),Software & IT Services,0.27,0.27,180189,7/10/2022 20:46
"AMERICAN SOFTWARE, INC. (XNAS:AMSWA)",Software & IT Services,15.55,16.08,156683,7/10/2022 20:01
AMERICAN TOWER CORPORATION (XNYS:AMT),Residential & Commercial REIT,194.63,201.6,1802627,7/10/2022 23:59
AMERANT BANCORP INC. (XNAS:AMTB),Banking Services,25.1,25.6,62774,7/10/2022 20:06
AMTD IDEA Group (XNYS:AMTD),Investment Banking & Investment Services,1.17,1.21,8523965,7/10/2022 23:59
APPLIED MOLECULAR TRANSPORT INC. (XNAS:AMTI),Biotechnology & Medical Research,1.17,1.19,142139,7/10/2022 20:02
"AEMETIS, INC. (XNAS:AMTX)",Renewable Energy,6.29,6.73,568037,7/10/2022 23:33
ATLIS MOTOR VEHICLES INC. (XNAS:AMV),Automobiles & Auto Parts,18.97,24.49,,7/10/2022 23:59
AMERICAN WOODMARK CORPORATION (XNAS:AMWD),Homebuilding & Construction Supplies,45.16,47.2,112971,7/10/2022 20:01
AMERICAN WELL CORPORATION (XNYS:AMWL),Healthcare Providers & Services,3.8,4.07,1435837,7/10/2022 23:07
America Mobile (XNYS:AMX),Telecommunications Services,16.3,16.33,2163359,7/10/2022 23:00
AMRYT PHARMA PLC (XNAS:AMYT),Pharmaceuticals,6.91,7.03,32552,7/10/2022 20:00
"AMAZON.COM, INC. (XNAS:AMZN)",Diversified Retail,114.56,120.3,56587283,7/10/2022 23:59
"AUTONATION, INC. (XNYS:AN)",Specialty Retailers,100.82,101.03,1097212,7/10/2022 23:58
"ANAPTYSBIO, INC. (XNAS:ANAB)",Biotechnology & Medical Research,26.22,27.21,286598,7/10/2022 20:01
Arctos Northstar Acquisition Corp (XNYS:ANAC),Holding Companies,9.93,9.94,85411,7/10/2022 23:00
"THE ANDERSONS, INC. (XNAS:ANDE)",Food & Tobacco,31.85,32.18,221433,7/10/2022 22:58
"ANEBULO PHARMACEUTICALS, INC (XNAS:ANEB)",Biotechnology & Medical Research,3.02,2.97,5611,7/10/2022 20:00
"ARISTA NETWORKS, INC. (XNYS:ANET)",Communications & Networking,116.41,121.9,1881862,7/10/2022 23:59
ABERCROMBIE & FITCH CO. (XNYS:ANF),Specialty Retailers,15.17,16.38,2083928,7/10/2022 23:58
Anghami Inc. (XNAS:ANGH),Software & IT Services,2.38,2.64,19109,7/10/2022 20:09
ANGI INC. (XNAS:ANGI),Software & IT Services,2.92,3.2,1345845,7/10/2022 20:20
ANGION BIOMEDICA CORP. (XNAS:ANGN),Biotechnology & Medical Research,0.94,0.94,57461,7/10/2022 20:00
"ANGIODYNAMICS, INC. (XNAS:ANGO)",Healthcare Equipment & Supplies,15.9,17.34,229840,7/10/2022 22:31
"ANIKA THERAPEUTICS, INC. (XNAS:ANIK)",Pharmaceuticals,24.53,24.62,87897,7/10/2022 20:01
"ANI PHARMACEUTICALS, INC. (XNAS:ANIP)",Pharmaceuticals,32.26,33.49,75532,7/10/2022 20:01
"ANIXA BIOSCIENCES, INC. (XNAS:ANIX)",Biotechnology & Medical Research,4.75,4.91,147898,7/10/2022 20:33
"ANNEXON, INC. (XNAS:ANNX)",Pharmaceuticals,6.29,6.42,159449,7/10/2022 20:01
"AnPac Bio-Medical Science Co., Ltd. (XNAS:ANPC)",Biotechnology & Medical Research,0.16,0.16,724259,7/10/2022 23:57
"ANSYS, INC. (XNAS:ANSS)",Software & IT Services,218.3,232.23,574088,7/10/2022 21:28
AIRNET TECHNOLOGY INC. (XNAS:ANTE),Media & Publishing,0.75,0.74,7453,7/10/2022 20:00
"AN2 THERAPEUTICS, INC. (XNAS:ANTX)",Biotechnology & Medical Research,17.89,18.11,39476,7/10/2022 21:38
"Annovis Bio, Inc. (XNYS:ANVS)",Biotechnology & Medical Research,12.74,13.69,153557,7/10/2022 23:15
SPHERE 3D CORP. (XNAS:ANY),Financial Technology (Fintech) & Infrastructure,0.43,0.46,503005,7/10/2022 23:51
ANZU SPECIAL ACQUISITION CORP I (XNAS:ANZU),Holding Companies,9.87,9.87,74953,7/10/2022 20:00
ANZU SPECIAL ACQUISITION I UNT (XNAS:ANZUU),#FIELD!,9.89,9.86,6742,7/10/2022 18:41
abrdn Tot Dynamic Div (XNYS:AOD),#FIELD!,7.16,7.37,531922,7/10/2022 23:00
Arogo Capital Acquisition Corp (XNAS:AOGO),Holding Companies,9.97,9.94,18441,6/10/2022 20:00
AROGO CAPITAL ACQUISITION UNT (XNAS:AOGOU),#FIELD!,10,9.99,585,7/10/2022 20:00
"ANGEL OAK MORTGAGE, INC. (XNYS:AOMR)",Banking Services,11.59,11.65,85367,7/10/2022 23:00
Aon plc (XNYS:AON),Insurance,273.11,280.72,804444,7/10/2022 23:00
"ARTIVION, INC. (XNYS:AORT)",Healthcare Equipment & Supplies,11.59,11.98,310299,7/10/2022 23:00
A. O. SMITH CORPORATION (XNYS:AOS),"Machinery, Equipment & Components",49.5,50.78,1194895,7/10/2022 23:00
ALPHA AND OMEGA SEMICONDUCTOR LIMITED (XNAS:AOSL),Semiconductors & Semiconductor Equipment,30.66,33.54,339362,7/10/2022 23:05
"AMERICAN OUTDOOR BRANDS, INC. (XNAS:AOUT)",Leisure Products,8.94,9.2,122387,7/10/2022 23:03
AMPCO-PITTSBURGH CORPORATION (XNYS:AP),Metals & Mining,3.83,3.8,8634,7/10/2022 23:00
APA CORPORATION (XNAS:APA),Oil & Gas,42.52,42.2,8966055,7/10/2022 23:59
STONEBRIDGE ACQUISITION CORPORATION (XNAS:APAC),Holding Companies,10.12,10.13,54523,7/10/2022 20:00
STONEBRIDGE ACQUISITION UNT (XNAS:APACU),#FIELD!,10.07,10.09,2386,4/10/2022 20:00
ARTISAN PARTNERS ASSET MANAGEMENT INC. (XNYS:APAM),Investment Banking & Investment Services,27.05,27.71,479495,7/10/2022 23:00
AP Acquisition Corp (XNYS:APCA),Holding Companies,10.18,10.16,37094,6/10/2022 20:00
AppTech Payments Corp. (XNAS:APCX),Financial Technology (Fintech) & Infrastructure,0.5,0.61,46307,7/10/2022 22:49
"AIR PRODUCTS AND CHEMICALS, INC. (XNYS:APD)",Chemicals,231.75,238.59,978041,7/10/2022 23:27
"APPLIED DNA SCIENCES, INC. (XNAS:APDN)",Chemicals,1.24,1.54,1145123,7/10/2022 23:59
"AMC ENTERTAINMENT HOLDINGS, INC. (XNYS:APE)",Hotels & Entertainment Services,1.99,2.24,12497573,8/10/2022 0:00
"AMERICAN PUBLIC EDUCATION, INC. (XNAS:APEI)",Miscellaneous Educational Service Providers,9.75,9.85,487257,7/10/2022 20:01
"APOLLO ENDOSURGERY, INC. (XNAS:APEN)",Healthcare Equipment & Supplies,5.29,5.57,105269,7/10/2022 20:00
API GROUP CORPORATION (XNYS:APG),Construction & Engineering,14.09,14.43,859058,7/10/2022 23:00
APOLLO STRATEGIC GROWTH CAPITAL II (XNYS:APGB),Holding Companies,9.9,9.88,230320,7/10/2022 23:00
"APEXIGEN, INC. (XNAS:APGN)",Biotechnology & Medical Research,2.46,2.56,227797,7/10/2022 21:47
AMPHENOL CORPORATION (XNYS:APH),Electronic Equipment & Parts,70.17,72.4,2049237,7/10/2022 23:00
"APPLIED BLOCKCHAIN, INC. (XNAS:APLD)",Financial Technology (Fintech) & Infrastructure,1.55,1.62,519750,7/10/2022 21:40
"Apple Hospitality REIT, Inc. (XNYS:APLE)",Residential & Commercial REIT,14.7,14.91,1777050,7/10/2022 23:52
"APELLIS PHARMACEUTICALS, INC. (XNAS:APLS)",Pharmaceuticals,58.23,59.1,1718068,7/10/2022 20:26
"APPLIED THERAPEUTICS, INC. (XNAS:APLT)",Biotechnology & Medical Research,0.62,0.63,259278,7/10/2022 22:47
APTORUM GROUP LIMITED (XNAS:APM),Pharmaceuticals,0.91,0.89,132886,7/10/2022 23:59
AXONPRIME INFRASTRUCTURE ACQUISITION CORPORATION (XNAS:APMI),Holding Companies,9.72,9.72,10964,7/10/2022 20:00
AXONPRIME INFRASTRUCTURE UNT (XNAS:APMIU),#FIELD!,9.72,9.72,2639,3/10/2022 19:59
APLISENS S.A. (XWAR:APN),"Machinery, Equipment & Components",13.4,13.4,360,7/10/2022 14:59
"APOLLO GLOBAL MANAGEMENT, INC. (XNYS:APO)",Investment Banking & Investment Services,48.77,51.01,2751610,7/10/2022 23:09
"APOGEE ENTERPRISES, INC. (XNAS:APOG)",Homebuilding & Construction Supplies,41.83,42.99,132108,7/10/2022 20:01
APPLOVIN CORPORATION (XNAS:APP),Software & IT Services,19.22,20.54,2457533,7/10/2022 23:59
"APPFOLIO, INC. (XNAS:APPF)",Software & IT Services,112.14,113.44,109876,7/10/2022 20:00
"APPHARVEST, INC. (XNAS:APPH)",Food & Tobacco,1.79,1.89,1441759,7/10/2022 23:59
APPIAN CORPORATION (XNAS:APPN),Software & IT Services,42.77,44.66,326080,7/10/2022 22:01
"DIGITAL TURBINE, INC. (XNAS:APPS)",Software & IT Services,14.44,15.79,2134043,7/10/2022 23:55
"Aprea Therapeutics, Inc. (XNAS:APRE)",Biotechnology & Medical Research,0.68,0.76,168000,7/10/2022 20:00
"BLUE APRON HOLDINGS, INC. (XNYS:APRN)",Food & Tobacco,2.55,2.77,8195446,7/10/2022 23:59
Apator S.A. (XWAR:APT),"Machinery, Equipment & Components",13.76,13.76,2250,7/10/2022 15:00
Alpha Partners Technology Merger Corp (XNAS:APTM),Holding Companies,9.83,9.84,21967,7/10/2022 19:15
ALPHA PARTNERS TECHNOLOGY MERGR UNT (XNAS:APTMU),#FIELD!,9.85,9.82,16574,7/10/2022 20:00
Aptose Biosciences Inc. (XNAS:APTO),Biotechnology & Medical Research,0.58,0.59,205965,7/10/2022 23:11
APTIV PLC (XNYS:APTV),Automobiles & Auto Parts,85.19,88.37,1836038,7/10/2022 23:00
"APTINYX, INC. (XNAS:APTX)",Pharmaceuticals,0.35,0.35,203411,7/10/2022 20:04
APTEVO THERAPEUTICS INC. (XNAS:APVO),Biotechnology & Medical Research,2.94,3.14,47227,7/10/2022 23:48
ASIA PACIFIC WIRE & CABLE CORPORATION LIMITED (XNAS:APWC),"Machinery, Equipment & Components",1.3,1.29,36444,7/10/2022 22:42
APx Acquisition Corp. I (XNAS:APXI),Holding Companies,10.14,10.16,22703,7/10/2022 20:00
APYX MEDICAL CORPORATION (XNAS:APYX),Healthcare Equipment & Supplies,4.41,4.72,114536,7/10/2022 22:18
"AQUABOUNTY TECHNOLOGIES, INC. (XNAS:AQB)",Biotechnology & Medical Research,0.65,0.74,549916,7/10/2022 23:05
"AQUA METALS, INC. (XNAS:AQMS)",Metals & Mining,0.83,0.83,166663,7/10/2022 21:12
Algonquin Power & Utilities Corp. (XNYS:AQN),Multiline Utilities,10.72,10.83,2348788,7/10/2022 23:46
Algonquin Power & Utilities Corp. (XNYS:AQNA),Multiline Utilities,23.27,23.94,21417,7/10/2022 23:00
Algonquin Power & Utilities Corp. (XNYS:AQNB),Multiline Utilities,23.04,23.46,19184,7/10/2022 23:00
